LAB,400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm,L,a,b,C,H,染料_1,濃度_1,染料_2,濃度_2,染料_3,濃度_3,染料_4,濃度_4,布號,標記,標準色片,單色光,revised,abort
L174NN145,6.14,4.43,4.11,3.91,3.81,3.76,3.76,3.8,3.91,4.04,4.25,4.54,5.01,5.67,6.68,8.29,10.81,14.74,19.5,23.54,26.46,28.23,28.92,29.39,30.26,32.49,36.97,41.7,49.63,55.26,62.27,42.27,30.5,33.01,44.95,47.27,432,1.5,F4X-9,0.9,264-1,0.095,,,FVF4844,,,FVF2184,0,0
L174NN148	,8.28,5.67,4.81,4.53,4.66,5.13,6.59,9.71,17.38,27.5,34.12,38.33,41.79,45.38,49.02,53.07,56.8,59.96,62.4,64.25,65.92,67.32,68.16,68.59,69.46,71.33,74.2,76.49,79.35,82.07,84.7,76.29,4.06,70.75,70.87,86.71,322-6,0.923,228-1,0.142,264-1,0.004,,,FVF4244,*,,FVF2184,1,0
L174NN158	,6.27,4.69,4.28,4.13,4.02,3.95,3.94,3.98,4.06,4.17,4.39,4.66,5.08,5.72,6.69,8.21,10.55,14.08,18.13,21.4,23.64,24.93,25.3,25.6,26.25,28.18,32.26,36.68,44.45,50.08,57.23,41.14,27.4,29.65,40.38,47.26,432,1.16,F4X-9,0.66,264-1,0.0745,,,FVF3032,,,FVF2666,0,0
L175NF076,13.15,10.66,8.98,8.01,7.49,7.14,6.98,6.87,6.71,6.26,5.77,5.47,5.33,5.42,5.75,6.55,8.16,11.54,17.18,24.59,32.92,38.66,40.76,41.53,42.32,43.96,48.32,52.66,59.86,64.84,72.24,44.37,40.82,20.24,45.56,26.37,322-6,0.34,F4S-5,1.31,264-1,0.044,,,FVF3495,*,,FVF2429,0,0
L175NN001	,44.75,42.84,37.99,35.56,34.85,32.11,35.81,42.04,4.14,43.66,42.3,39.96,37.79,36.89,36.29,34.97,33.75,33.69,33.66,33.67,33.76,33.98,33.28,32.26,32.42,35.12,41.73,49.14,61.78,69.94,78.42,66.65,-4.67,-1.2,4.83,194.42,122,0.07,142,0.065,162,0.09,,,FVF2666,*,,FVF2666,0,0
L175NN089	,33.23,31.23,28.77,27.8,27.62,27.81,30.5,34.65,39.6,44.27,47.7,50.85,53.97,57.12,60.14,63.1,65.5,67.11,68.13,68.94,69.46,70.14,70.54,70.96,71.54,73.06,75.55,77.79,80.55,82.01,83.37,81.88,1.47,32.71,32.75,87.44,227-1,0.055,228-1,0.0665,264-1,0.004,,,FVF2184,,,FVF2184,0,0
L175NN106	,9.45,7.23,6.2,5.52,5.41,5.53,6.12,7.13,8.98,10.77,12.26,14.35,18.61,26.56,37.78,50.15,57.64,59.63,59.85,60.02,60.16,60.6,60.74,60.87,61.58,63.55,66.84,69.96,73.7,75.73,77.84,70.43,17.39,67.76,69.95,75.61,322-6,0.453,F24-3,0.28,264-1,0.0042,,,FVF3032,,,FVF2666,0,0
L175NN107	,64.2,64.33,61.0,58.97,58.06,55.25,57.45,60.94,61.09,59.78,58.76,56.81,54.96,55.31,56.34,55.97,55.35,58.22,62.46,65.43,67.14,67.95,67.68,66.84,66.83,68.87,73.48,77.66,82.26,84.16,85.84,81.63,6.52,1.03,6.6,8.94,122,0.016,142,0.037000000000000005,162,0.012,,,FVF2184,,,FVF2184,0,0
L176NF018,21.48,18.21,16.09,14.92,14.28,14.14,14.34,14.83,15.75,16.65,17.53,18.59,19.79,20.94,21.9,22.72,22.92,22.73,22.1,21.63,21.41,21.38,21.27,21.31,21.81,23.95,28.29,32.95,41.29,47.28,54.68,52.8,-0.32,12.34,12.34,91.5,228-9,0.645,244-4,0.079,264-1,0.21,,,FVF3385,,,FVF2184,0,0
L176NF044,61.21,60.7,56.96,54.82,54.11,51.21,54.9,60.56,61.89,61.14,60.0,57.66,55.46,55.02,54.8,53.74,52.78,53.47,54.59,55.07,55.55,55.93,55.22,53.96,53.96,56.78,63.35,70.12,79.31,84.07,88.18,79.35,-1.01,-0.37,1.07,200.04,122,0.0178,142,0.022,162,0.0208,,,FVF3495,,,FVF2429,0,0
L176NF050,17.48,15.4,14.53,14.01,13.56,13.09,12.65,12.27,11.93,11.62,11.35,11.24,11.34,11.76,12.43,13.83,16.04,19.43,23.99,29.27,35.37,41.95,47.61,51.95,55.39,58.87,63.24,67.21,72.45,75.38,78.36,52.44,33.56,16.47,37.38,26.15,432,0.265,F4U-7,0.298,,,,,FVF3495,,,FVF2429,0,0
L176NN004	,9.91,7.9,6.72,6.45,6.62,7.46,9.31,12.53,18.15,21.96,21.09,18.65,16.17,13.79,11.75,9.83,8.29,7.0,5.99,5.27,4.68,4.26,3.97,3.83,3.78,3.83,3.98,4.16,4.47,4.84,5.8,38.67,-32.58,2.11,32.65,176.3,322-6,0.573,261-8,1.45,F6B-6,1.273,,,FVF4844,,,FVF2184,0,0
L176NN006	,22.15,21.16,20.68,2.05,19.28,18.14,17.02,15.74,13.94,11.97,10.22,8.68,7.51,6.5,5.7,4.99,4.45,3.96,3.57,3.29,3.1,3.02,3.0,3.09,3.27,3.65,4.4,5.37,8.2,11.52,17.31,29.98,3.8,-32.59,32.81,276.66,227-1,0.0385,244-4,0.26,F6B-6,3.03,,,FVF4844,,,FVF2184,0,0
L176NN009	,9.33,7.53,6.44,4.94,3.91,3.24,2.84,2.65,2.54,2.5,2.53,2.62,2.84,3.26,3.79,4.51,5.7,8.44,13.67,22.21,35.16,50.73,64.76,76.72,84.48,87.65,89.56,89.7,88.78,88.07,89.12,45.64,59.59,39.7,71.64,33.72,F24-3,1.346,F4S-5,2.1,F4U-7,0.03,,,FVF4844,*,,FVF2184,1,0
L176NN010	,10.19,8.01,7.01,6.78,6.97,7.78,9.6,12.6,17.78,21.33,20.66,18.55,16.32,14.09,12.15,10.26,8.69,7.35,6.26,5.44,0.477,4.24,3.88,3.61,3.45,3.38,3.36,3.39,3.44,3.64,4.16,38.91,-32.26,1.9,2.32,176.54,322-6,0.4535,261-8,1.79,F6B-6,0.82,,,FVF4832,,,FVF2666,0,0
L176NN013	,19.4,18.76,18.82,18.54,18.12,17.23,16.2,14.92,13.1,11.21,9.58,8.1,6.93,5.94,5.17,4.47,3.91,3.45,3.1,2.88,2.71,2.65,2.64,2.73,2.88,3.24,3.92,4.77,7.26,10.06,14.79,28.6,3.61,-32.61,32.8,276.33,227-1,0.02,244-4,0.235,F6B-6,3.0,,,FVF4832,*,,FVF2666,0,0
L176NN017	,18.51,16.53,15.28,14.79,14.7,14.81,15.87,17.43,19.31,21.18,22.97,24.93,27.23,29.85,32.59,35.63,38.42,40.4,41.78,42.7,43.48,44.34,44.6,44.79,45.62,48.23,53.13,58.18,65.61,70.3,75.24,65.27,7.92,30.9,31.9,75.63,227-1,0.0507,228-1,0.268,264-1,0.0163,,,FVF4832,,,FVF2666,0,0
L176NN018	,10.4,8.17,7.19,6.89,7.07,7.93,9.84,12.89,18.2,21.8,21.15,18.97,16.65,14.39,12.34,10.43,8.81,7.44,6.35,5.53,4.81,4.27,3.91,3.63,3.48,3.41,3.39,3.43,3.5,3.8,4.29,39.24,-32.66,1.87,32.71,176.72,322-6,0.583,261-8,2.3,F6B-6,1.04,,,FVF4948,*,,FVF2429,0,0
L176NN019	,68.5,71.34,72.78,74.35,75.39,76.4,78.14,79.64,80.99,81.48,81.48,81.09,80.28,79.06,77.54,75.7,73.51,71.27,68.74,66.43,63.71,61.09,58.67,56.57,54.96,53.84,52.72,52.24,51.45,51.56,53.63,88.5,-10.66,-3.08,11.1,196.12,227-1,0.0007,261-8,0.0266,,,,,FVF4948,,,FVF2429,1,0
L176NN020	,73.14,76.3,77.78,78.56,78.54,77.95,77.16,76.14,74.72,73.07,71.74,69.71,67.6,66.36,65.2,63.56,62.14,61.45,60.49,59.97,59.94,60.14,59.42,58.24,58.3,61.15,67.46,73.58,81.25,84.96,88.04,84.43,-1.17,-10.16,10.23,263.46,142,0.0075,162,0.0172,,,,,FVF4948,,,FVF2429,0,0
L176NN021	,21.97,20.85,20.67,20.26,19.55,18.46,17.08,15.63,13.83,11.97,10.38,8.97,7.87,6.9,6.12,5.41,4.83,4.33,3.9,3.59,3.38,3.28,3.26,3.36,3.621,4.04,4.95,6.02,8.96,12.14,17.41,30.73,3.54,-31.55,31.75,276.39,227-1,0.0145,244-4,0.32,F6B-6,3.0,,,FVF4948,,,FVF2429,0,0
L176NN023	,70.78,74.19,75.33,75.78,75.03,73.2,71.04,68.87,65.67,63.2,61.89,59.53,57.49,58.25,59.8,59.6,59.08,63.76,71.31,77.27,80.52,81.76,81.67,81.01,81.03,81.86,84.47,86.49,88.36,89.02,89.78,85.1,14.52,-4.71,15.27,342.05,142,0.0295,162,0.0025,,,,,FVF4948,*,,FVF2429,0,0
L176NN026	,10.63,8.78,7.51,5.9,4.7,3.9,3.39,3.14,2.97,2.88,2.85,2.86,2.94,3.13,3.44,3.86,4.75,6.92,11.3,18.63,29.84,43.41,56.04,67.53,75.91,80.58,83.83,84.4,84.55,84.96,86.98,43.05,57.21,31.42,65.27,28.78,F24-3,0.99,F4S-5,2.76,F4U-7,0.225,,,FVF4244,,,FVF2184,0,0
L176NN028	,38.6,35.83,30.34,27.83,27.21,24.59,29.01,36.67,40.65,40.75,39.87,37.8,35.71,35.32,35.26,34.39,33.24,34.04,35.36,35.98,36.54,36.99,36.37,35.3,35.34,38.04,44.76,52.2,64.2,71.52,78.84,66.33,-3.4,7.24,8.0,115.15,122,0.177,142,0.1145,162,0.109,,,FVF2775,*,,FVF2666,0,0
L176NN029	,38.21,35.2,29.74,27.41,26.73,24.28,28.5,35.81,39.78,39.81,38.93,36.91,34.94,34.58,34.52,33.64,32.8,33.48,33.7,35.28,35.8,36.13,35.43,34.3,34.4,37.16,44.06,51.79,64.45,72.31,80.08,65.77,-3.32,7.1,7.84,115.03,122,0.12,142,0.079,162,0.0655,,,FVF4832,*,,FVF2666,0,0
L176NN044,61.2,60.96,57.39,55.38,54.7,51.86,55.47,60.98,62.28,61.43,60.26,57.96,55.76,55.32,55.08,53.98,53.02,53.73,54.83,55.28,55.77,56.13,55.38,54.19,54.16,56.96,63.55,70.26,79.27,83.89,87.88,79.5,-0.97,-0.61,1.15,212.0,122,0.0175,142,0.022,162,0.021,,,FVF3495,,,FVF2429,0,0
L176NN048	,44.0,42.28,37.48,35.09,34.42,31.7,35.47,41.71,43.94,43.36,42.02,39.67,37.47,36.64,36.07,34.75,33.51,33.52,33.54,33.58,33.67,33.88,33.16,32.15,32.27,35.03,41.81,49.4,62.15,70.17,78.17,66.49,-4.63,-0.97,4.73,191.89,122,0.0633,142,0.06,162,0.079,,,FVF4832,,,FVF2666,0,0
L176NN053	,37.6,34.89,29.49,27.07,26.41,23.96,28.1,35.44,39.38,39.49,38.55,36.47,34.37,34.13,34.07,33.18,32.27,32.95,34.26,34.82,35.35,35.67,34.94,33.85,33.9,36.69,43.64,51.4,64.26,72.12,79.96,65.41,-3.31,7.01,7.75,115.3,122,0.117,142,0.078,162,0.0645,,,FVF2775,*,,FVF2666,0,0
L176NN054	,6.1,4.42,4.0,3.66,3.45,3.25,3.08,2.97,2.85,2.76,2.71,2.71,2.77,2.92,3.23,3.64,4.56,6.59,10.32,16.15,24.04,31.68,36.66,39.57,41.71,44.33,49.03,53.51,60.12,64.18,69.29,37.73,44.98,28.49,53.25,32.35,264-1,0.026,432,1.185,F4S-5,1.98,,,FVF2775,*,,FVF2666,0,0
L176NN055	,66.08,69.37,71.57,72.99,73.0,71.68,69.99,68.23,65.34,63.04,61.82,59.53,57.53,58.18,59.52,59.28,58.75,63.04,69.66,74.69,77.36,78.48,78.33,77.72,77.66,79.05,82.05,84.53,86.87,87.67,88.51,84.57,12.65,-4.25,13.35,341.42,142,0.021,162,0.0022,,,,,FVF2775,,,FVF2666,0,0
L176NN056	,19.28,17.31,16.03,15.49,15.39,15.47,16.49,17.98,19.78,21.61,23.37,25.44,27.85,30.58,33.46,36.67,39.49,41.4,42.65,43.41,44.14,44.98,45.19,45.32,46.1,48.74,53.82,58.94,66.65,71.49,76.66,65.86,7.78,30.52,31.5,75.7,227-1,0.435,228-1,0.25,264-1,0.0155,,,FVF2775,*,,FVF2666,1,0
L176NN057	,44.33,42.6,37.19,35.2,34.49,32.22,38.69,51.59,64.06,71.14,74.93,77.55,79.2,80.21,80.59,80.58,80.21,79.95,79.48,79.27,79.27,79.22,78.99,78.35,78.39,79.84,82.5,84.7,86.85,87.86,88.94,90.27,-10.18,33.12,34.65,107.09,122,0.077,142,0.0006,162,0.0021,,,FVF5302,*,,FVF2429,0,0
L176NN059	,37.02,34.55,29.53,27.3,26.69,24.32,28.57,35.87,39.7,39.79,38.88,36.85,34.88,34.62,34.48,33.6,32.7,33.38,34.67,35.24,35.77,36.07,35.39,34.32,34.37,37.05,43.8,51.32,63.87,71.58,79.58,65.73,-3.34,7.1,7.84,115.24,122,0.127,142,0.087,162,0.07200000000000001,,,FVF5302,*,,FVF2429,0,0
L176NN060	,56.38,57.26,55.43,54.38,53.68,51.12,53.61,57.05,57.12,55.41,53.45,50.67,48.07,46.38,44.82,42.95,41.36,40.29,9.23,38.41,38.38,38.53,37.83,36.79,36.9,39.73,46.49,53.98,66.15,73.59,81.07,72.49,-4.69,-10.42,11.42,245.77,122,0.013,142,0.023,162,0.0625,,,FVF5302,,,FVF2429,0,0
L176NN062	,63.78,67.54,70.14,72.07,72.29,71.07,69.39,67.66,64.84,62.54,61.23,58.88,56.82,57.38,58.52,58.08,57.44,61.29,67.01,71.07,73.18,74.03,73.7,72.78,72.66,74.56,78.85,82.69,86.9,88.54,90.08,83.62,11.1,-5.26,12.29,334.64,142,0.023,162,0.0046,,,,,FVF5302,,,FVF2429,1,0
L176NN065	,21.26,18.89,16.83,16.11,15.93,16.25,19.54,25.33,34.68,46.87,57.62,65.35,69.92,73.09,75.19,76.84,77.92,78.94,79.74,80.29,80.68,80.81,80.93,80.94,80.9,80.95,81.03,81.16,81.32,81.55,82.57,87.44,-6.45,57.53,57.89,96.4,227-1,0.18,261-8,0.001,,,,,FVF5302,*,,FVF2429,0,0
L176NN066	,19.17,16.99,15.76,15.29,15.21,15.29,16.29,17.72,19.48,21.25,23.02,25.07,27.46,30.19,33.09,36.3,39.08,41.07,42.36,43.21,44.03,44.94,45.17,45.32,46.08,48.68,53.74,58.99,66.98,71.99,77.47,65.64,8.13,30.63,31.69,75.14,227-1,0.0435,228-1,0.3,264-1,0.019,,,FVF5302,,,FVF2429,0,0
L176NN089	,49.89,48.54,45.65,43.69,42.66,42.66,46.34,54.3,70.15,85.26,92.0,92.29,89.57,85.63,81.85,78.41,75.21,72.23,69.18,66.48,63.55,60.77,58.23,56.09,54.47,53.29,52.17,51.58,50.76,50.71,52.57,89.17,-24.48,22.17,33.03,137.83,223-3,0.0065,227-1,0.005,261-8,0.0166,,,FVF4832,*,,FVF2666,0,0
L176NN130	,40.24,39.35,37.67,36.41,35.09,33.58,32.33,31.4,30.42,29.47,28.61,28.03,27.9,27.98,28.47,29.62,31.45,33.2,34.52,35.19,35.63,36.01,36.14,36.22,36.93,39.32,43.86,48.64,56.32,61.84,68.45,63.06,9.68,-2.71,10.05,344.35,228-1,0.053,244-4,0.132,264-1,0.061,,,FVF4244,,,FVF2184,0,0
L176NN131	,5.54,3.64,3.2,3.06,3.04,3.22,3.72,5.35,10.25,17.87,23.27,27.4,32.98,41.44,50.28,56.45,58.26,57.47,56.17,55.41,55.15,55.26,55.31,55.36,55.97,57.99,61.66,65.19,70.23,73.82,77.83,72.91,1.38,77.47,77.49,88.98,322-6,1.864,F24-3,0.13699999999999998,264-1,0.0156,,,FVF4244,,,FVF2184,0,0
L176NN134	,22.36,20.85,19.93,19.31,18.93,18.53,18.4,18.35,18.33,18.3,18.15,17.99,17.8,17.48,17.2,17.0,16.8,16.25,15.57,15.15,15.0,15.0,14.9,14.9,15.29,17.08,20.8,24.83,32.17,37.68,44.72,48.06,-1.58,-4.08,4.37,248.81,228-1,0.219,244-4,0.149,264-1,0.266,,,FVF2869,*,,FVF2666,0,0
L177CB005,12.35,11.38,10.82,10.77,10.81,10.96,11.29,11.65,12.23,12.89,13.56,14.23,14.76,15.04,15.12,15.11,14.84,14.3,13.59,13.14,12.99,12.98,12.88,12.84,13.16,14.83,18.34,22.23,29.5,35.13,42.31,44.29,-3.92,7.18,8.18,118.64,432,0.65,244-4,0.14,264-1,0.475,,,FVF4657,,,FVF2429,0,0
L177CB006,13.64,11.25,9.75,9.29,9.52,10.59,13.2,18.05,28.74,43.47,54.41,60.23,61.37,60.34,57.85,54.72,51.43,48.02,44.81,42.01,39.1,36.65,34.67,33.48,32.95,32.71,32.41,32.36,31.99,31.96,33.87,74.6,-30.66,48.28,57.19,122.42,322-6,0.5,F6C-5,0.18,,,,,FVF4657,,,FVF2429,0,0
L177CB009,15.45,12.71,11.06,10.39,10.7,11.58,14.03,18.56,28.15,40.38,48.23,53.19,58.02,63.35,66.73,67.37,66.09,63.94,61.45,59.01,56.11,53.27,50.6,48.36,46.63,45.41,44.26,43.65,42.84,42.88,44.78,79.75,-17.65,55.96,58.68,107.51,322-6,0.253,F24-3,0.0145,261-8,0.0378,,,FVF4005,*,,FVF2184,0,0
L177CB010,26.71,25.56,24.6,24.08,23.96,23.96,24.46,25.11,26.11,27.26,28.44,29.75,30.96,31.79,32.14,32.22,31.97,30.88,29.73,29.0,28.74,28.74,28.65,28.7,29.25,31.54,36.14,41.14,49.85,56.16,63.73,61.76,-3.68,8.48,9.24,113.49,228-1,0.141,244-4,0.0051,264-1,0.066,,,FVF4005,*,,FVF2184,1,0
L177NF013,43.27,40.89,35.24,32.59,31.66,28.81,32.21,37.74,39.23,38.19,37.21,35.12,33.29,33.81,35.05,34.84,34.2,38.02,44.9,50.65,54.12,55.7,55.09,53.9,53.83,56.5,63.17,69.92,79.15,84.13,88.67,69.69,12.76,8.82,15.51,34.64,122,0.1,142,0.1497,162,0.024,,,FVF3495,,,FVF2429,0,0
L177NF015,9.28,8.37,7.86,7.96,8.29,9.23,11.01,13.54,17.32,19.32,18.34,16.28,13.96,11.59,9.51,7.64,6.22,5.07,4.23,3.64,3.18,2.87,2.66,2.53,2.45,2.41,2.41,2.45,2.52,2.71,3.12,35.33,-30.15,-6.8,30.91,192.71,322-6,0.388,261-8,2.87,462-9,1.073,,,FVF3495,*,,FVF2429,0,0
L177NF016,60.75,60.67,57.67,56.03,55.41,53.19,57.47,64.32,67.75,68.37,68.32,67.49,66.45,66.88,67.43,67.33,67.02,68.82,71.3,72.84,73.75,74.19,74.06,73.76,74.19,76.28,80.24,83.51,86.94,88.22,89.36,86.42,0.48,9.24,9.25,87.05,122,0.0158,142,0.0093,162,0.0039,,,FVF3495,*,,FVF2429,0,0
L177NN024,5.46,3.59,3.0,2.76,2.66,2.67,2.86,3.22,3.82,4.3,4.67,5.07,5.92,7.16,8.55,10.15,12.2,15.44,20.03,25.66,32.49,40.37,47.78,54.42,59.63,63.49,66.25,68.12,69.77,70.54,71.89,47.42,40.1,46.72,61.56,49.36,322-6,1.145,F24-3,0.67,F4U-7,0.49,,,FVF2666,*,,FVF2666,0,0
L177NN033,45.66,43.11,38.05,35.7,35.02,32.29,36.51,43.7,46.95,46.74,45.97,43.98,42.0,42.01,42.38,41.83,41.09,42.66,45.17,46.71,47.87,48.37,47.72,46.73,46.9,49.68,56.43,64.52,73.13,77.58,82.57,72.22,0.68,7.3,7.33,84.68,122,0.102,142,0.08800000000000001,162,0.052000000000000005,,,FVF4244,,,FVF2184,0,0
L177NN035,8.22,6.38,5.39,4.78,4.48,4.42,4.59,4.96,5.79,6.68,7.63,9.17,12.49,18.63,25.73,30.83,31.69,30.53,29.04,28.06,27.69,27.6,27.42,27.34,27.7,29.65,33.65,37.98,45.44,50.77,57.39,54.55,6.08,47.53,47.91,82.71,322-6,0.442,F24-3,0.528,264-1,0.0685,,,FVF4832,*,,FVF2666,0,0
L177NN036,8.35,6.6,5.63,4.92,4.62,4.54,4.71,5.06,5.92,6.82,7.78,9.35,12.65,18.72,25.83,31.12,32.04,30.89,29.33,28.3,27.92,27.81,27.61,27.53,27.94,30.08,34.47,39.23,47.17,52.69,59.13,54.78,6.15,47.26,47.66,82.59,322-6,0.532,F24-3,0.62,264-1,0.086,,,FVF4948,*,,FVF2429,0,0
L177NN041,11.2,9.24,8.18,7.78,7.89,8.64,10.27,12.74,16.27,17.28,15.66,13.26,11.15,9.28,7.75,6.42,5.37,4.51,3.9,3.49,3.16,2.98,2.86,2.84,2.91,3.08,3.42,3.75,4.49,5.28,6.73,32.92,-23.79,-9.12,25.48,200.99,322-6,0.473,261-8,0.865,F6B-6,2.775,,,FVF5166,,,FVF2666,0,0
L177NN049,20.37,17.74,15.79,14.76,14.24,13.98,15.35,17.38,19.19,19.73,19.3,18.66,18.57,18.73,19.46,21.17,23.98,28.05,32.68,36.55,39.45,41.29,41.85,42.03,42.84,45.46,50.56,55.79,63.82,68.92,74.5,58.14,18.04,19.79,26.78,47.65,227-1,0.175,244-4,0.4270000000000001,264-1,0.0252,,,FVF5302,,,FVF2429,0,0
L177NN050,5.39,3.51,3.07,2.78,2.68,2.72,2.96,3.36,3.98,4.47,4.83,5.2,5.96,7.09,8.39,9.88,11.83,14.94,19.35,24.9,31.83,40.34,48.9,57.16,63.95,69.0,72.5,74.58,76.54,77.6,78.87,47.45,43.38,46.27,62.08,48.19,322-6,0.7,F24-3,0.56,F4U-7,0.37,,,FVF5302,,,FVF2429,0,0
L177NN089,20.26,19.98,19.97,19.12,17.98,16.28,14.65,12.88,10.8,8.71,6.9,5.58,4.88,4.18,3.62,3.41,3.34,3.23,3.09,3.08,3.31,3.81,4.27,4.69,5.12,5.78,7.03,8.5,12.32,16.32,22.77,26.46,15.41,-34.34,37.64,294.17,227-1,0.066,F51-5,2.13,F6B-6,1.88,,,FVF4244,,,FVF2184,0,0
L177NN102	,60.27,58.9,54.07,51.59,50.81,47.88,52.0,58.95,91.9,61.61,60.76,58.9,56.98,56.8,56.98,56.36,55.6,56.76,58.68,59.83,60.62,61.02,60.46,59.34,59.27,61.73,67.52,73.36,81.36,85.59,89.37,80.82,-0.43,4.58,4.6,95.38,122,0.032,142,0.0266,162,0.0172,,,F16K643,,,FVF2184,0,0
L177NN107	,61.58,63.46,63.79,61.41,64.8,65.44,68.32,71.73,74.83,76.93,77.62,77.69,77.12,75.98,74.45,72.54,70.22,67.91,65.42,63.09,60.47,58.08,55.85,53.97,52.51,51.46,50.46,50.04,49.29,49.29,51.04,86.74,-12.61,1.46,12.7,173.41,227-1,0.0033,261-8,0.0284,,,,,F16K643,,,FVF2184,0,0
L177NN109	,67.06,68.97,69.31,68.78,67.15,64.97,62.56,60.5,57.73,55.09,52.56,49.53,46.68,44.29,42.09,39.97,38.16,36.41,34.72,33.63,33.48,33.56,32.88,31.82,31.94,34.69,41.21,48.31,60.58,68.77,77.62,70.83,-1.58,-22.51,22.56,265.99,142,0.027000000000000003,162,0.13,,,,,F16K643,*,,FVF2184,0,0
L177NN114	,73.93,75.92,76.76,76.42,75.32,73.13,71.23,69.47,66.56,64.28,63.08,61.01,59.12,59.65,61.01,60.93,60.4,64.5,71.38,77.35,80.96,82.43,82.34,81.8,81.84,82.71,85.42,87.76,90.1,90.84,91.64,85.59,13.79,-4.31,14.45,342.66,122,0.0004,142,0.0265,162,0.002,,,F16K643,,,FVF2184,0,0
L177NN115,22.84,22.63,22.94,22.37,21.23,19.5,17.48,15.43,13.09,10.83,8.79,7.24,6.32,5.35,4.53,4.12,3.99,3.81,3.52,3.48,3.69,4.22,4.69,5.13,5.61,6.36,7.71,9.25,13.08,16.95,23.2,29.2,13.72,-35.89,38.43,290.91,227-1,0.025,F51-5,1.9,F6B-6,1.775,,,FVF4948,*,,FVF2429,0,0
L177NN121,58.78,56.97,52.08,49.44,48.57,45.38,49.28,55.58,57.4,56.89,55.78,53.57,51.4,51.02,50.98,50.15,49.19,49.98,51.51,52.29,52.92,53.42,52.9,51.89,51.97,54.65,61.1,67.77,77.12,82.38,87.14,77.26,-0.54,1.35,1.46,111.69,122,0.041,142,0.0448,162,0.039,,,FVF5216,*,,FVF2184,0,0
L177NN123,59.19,59.12,55.99,54.16,53.68,51.0,54.8,60.49,62.16,61.43,59.34,56.44,53.55,50.84,48.22,45.75,43.78,41.67,39.57,38.3,38.12,38.19,37.41,36.27,36.46,39.55,46.81,54.7,67.25,74.71,81.91,74.15,-9.56,-8.99,13.12,223.25,122,0.0143,142,0.0086,162,0.055,,,FVF2775,,,FVF2666,0,0
L177NN125,59.25,61.81,62.89,63.09,61.92,59.69,56.78,53.84,49.92,46.27,42.87,39.26,36.4,34.2,32.07,29.75,28.18,27.96,27.79,27.26,26.67,27.56,30.03,33.93,38.19,42.59,46.76,49.75,52.14,53.23,55.85,64.92,5.89,-26.94,27.58,282.34,227-1,0.0025,F6J,0.033,,,,,FVF2184,,,FVF2184,0,0
L177NN126,36.73,37.57,38.31,36.91,34.39,31.14,27.62,24.61,21.6,18.81,16.25,14.19,12.84,11.44,10.16,9.48,9.24,8.84,8.18,8.02,8.17,8.63,8.99,9.64,11.0,13.31,16.55,19.39,22.93,25.05,28.15,40.95,11.69,-35.62,37.49,288.18,244-4,0.128,F51-5,0.45,F6B-7,0.6829999999999999,,,FVF2184,*,,FVF2184,0,0
L177NN133,66.72,69.4,71.13,72.66,73.29,73.42,73.55,73.31,71.88,69.77,67.18,64.0,61.31,59.14,56.92,54.42,52.87,53.03,53.12,52.83,52.35,54.0,57.66,61.92,64.53,65.42,65.21,65.16,64.6,64.63,66.49,80.99,1.01,-12.41,12.45,274.65,261-8,0.0098,227-1,0.0004,,,,,FVF4948,,,FVF2429,0,0
L177NN139,22.78,24.07,26.4,27.85,29.07,30.15,29.69,27.95,25.23,22.4,19.74,17.05,14.72,12.57,10.67,8.88,7.33,6.06,5.08,4.36,3.75,3.24,2.94,2.72,2.62,2.58,2.55,2.54,2.5,2.66,2.97,38.98,-7.67,-35.78,36.59,257.9,261-8,2.5,F6J,0.32,,,,,FVF4959,*,,FVF2666,0,0
L177NN144,27.69,28.56,29.68,29.98,29.63,28.13,25.52,22.75,19.58,16.67,14.16,11.95,10.22,8.68,7.41,6.32,5.48,4.72,4.16,3.86,3.59,3.49,3.49,3.71,4.3,5.44,7.39,9.48,14.22,18.61,25.31,34.58,6.55,-40.51,41.04,279.19,F51-5,0.123,F6B-6,0.79,F6J,0.428,,,F16K128,*,,FVF2666,0,0
L177NN146,5.89,4.51,4.09,3.87,3.73,3.59,3.47,3.39,3.31,3.26,3.2,3.18,3.23,3.37,3.6,4.01,4.87,6.47,9.08,12.55,16.83,21.31,24.85,27.33,29.43,32.28,36.9,41.72,49.68,55.26,61.65,34.3,35.05,20.52,40.62,30.35,432,1.42,F4U-7,1.35,264-1,0.0985,,,FVF2184,*,,FVF2184,0,0
L177NN152,15.43,13.34,11.93,11.44,11.36,11.53,13.06,15.36,18.31,21.15,23.63,26.2,29.1,32.28,35.67,39.34,42.54,44.89,46.5,47.59,48.58,49.57,49.92,50.34,51.08,53.56,58.07,62.46,68.86,73.32,78.28,67.64,7.85,41.22,41.96,79.21,227-1,0.19,228-1,0.39,264-1,0.022,,,FVF4244,*,,FVF2184,0,0
